Date,Open,High,Low,Close,Adj Close,Volume
2021-05-28,3190.000000,3197.649902,3137.000000,3144.100098,3043.612793,90237
2021-05-31,3150.000000,3170.000000,3129.000000,3158.949951,3057.987793,81654
2021-06-01,3170.000000,3170.000000,3132.000000,3153.399902,3052.615234,39525
2021-06-02,3154.000000,3155.699951,3116.149902,3129.300049,3029.285645,69364
2021-06-03,3150.000000,3154.949951,3122.399902,3141.449951,3041.047119,42074
2021-06-04,3130.000000,3156.949951,3125.100098,3143.149902,3042.692871,60938
2021-06-07,3155.000000,3189.949951,3134.000000,3181.800049,3080.107666,38418
2021-06-08,3200.000000,3231.550049,3190.199951,3200.500000,3098.209961,65874
2021-06-09,3202.000000,3220.800049,3187.800049,3199.500000,3097.241699,88982
2021-06-10,3210.000000,3225.000000,3192.600098,3216.050049,3113.263184,40366
2021-06-11,3215.000000,3309.000000,3213.000000,3271.699951,3167.134277,110175
2021-06-14,3290.000000,3307.600098,3270.050049,3276.350098,3171.635742,61546
2021-06-15,3300.000000,3300.000000,3251.550049,3262.449951,3158.179932,567462
2021-06-16,3265.000000,3294.300049,3253.149902,3276.350098,3171.635742,166257
2021-06-17,3260.000000,3335.050049,3260.000000,3320.100098,3213.987793,106664
2021-06-18,3350.000000,3357.850098,3275.000000,3297.000000,3191.625732,132596
2021-06-21,3278.000000,3285.949951,3253.000000,3272.449951,3167.860352,1452171
2021-06-22,3319.000000,3327.000000,3287.449951,3300.649902,3195.158936,47420
2021-06-23,3325.000000,3325.000000,3256.600098,3262.100098,3157.841309,506938
2021-06-24,3282.000000,3382.000000,3272.600098,3373.600098,3265.777344,214740
2021-06-25,3390.000000,3399.000000,3351.000000,3380.699951,3272.650391,206177
2021-06-28,3396.000000,3396.000000,3332.449951,3335.600098,3228.992188,43234
2021-06-29,3348.699951,3366.000000,3327.000000,3339.600098,3232.864258,52691
2021-06-30,3338.949951,3382.000000,3338.949951,3345.250000,3238.333496,34105
2021-07-01,3359.000000,3362.949951,3333.000000,3341.000000,3234.219482,25777
2021-07-02,3338.000000,3338.000000,3296.050049,3325.550049,3219.263428,51771
2021-07-05,3337.000000,3373.899902,3303.449951,3321.550049,3215.391113,75811
2021-07-06,3315.000000,3329.100098,3256.100098,3262.350098,3158.083252,177251
2021-07-07,3283.000000,3283.449951,3242.000000,3275.300049,3170.619141,106869
2021-07-08,3295.000000,3296.949951,3232.300049,3257.100098,3153.000977,98504
2021-07-09,3260.000000,3281.000000,3200.000000,3207.750000,3105.228271,232383
2021-07-12,3235.000000,3238.899902,3188.949951,3192.949951,3090.901367,496574
2021-07-13,3215.000000,3215.600098,3175.449951,3187.899902,3086.012695,51763
2021-07-14,3181.000000,3220.949951,3181.000000,3213.850098,3111.133301,372510
2021-07-15,3233.000000,3233.000000,3194.899902,3201.500000,3099.177979,87671
2021-07-16,3217.500000,3219.000000,3190.000000,3194.649902,3092.546875,71188
2021-07-19,3188.000000,3200.000000,3175.000000,3184.399902,3082.624268,433962
2021-07-20,3184.000000,3214.850098,3156.000000,3205.300049,3102.856689,114292
2021-07-22,3189.000000,3224.850098,3189.000000,3216.550049,3113.747070,85259
2021-07-23,3225.000000,3240.899902,3206.300049,3212.050049,3109.390869,103816
2021-07-26,3210.000000,3224.000000,3191.000000,3199.350098,3097.096924,49985
2021-07-27,3204.000000,3209.500000,3161.000000,3183.050049,3081.317627,63248
2021-07-28,3196.000000,3203.300049,3133.199951,3197.500000,3095.305908,97773
2021-07-29,3208.800049,3226.000000,3191.000000,3196.600098,3094.434814,44904
2021-07-30,3209.000000,3221.649902,3162.000000,3167.500000,3066.264648,52954
2021-08-02,3173.550049,3224.649902,3166.050049,3217.899902,3115.053711,134570
2021-08-03,3220.000000,3289.949951,3220.000000,3284.149902,3179.186279,166466
2021-08-04,3302.500000,3305.000000,3261.649902,3273.449951,3168.828369,126809
2021-08-05,3274.000000,3315.000000,3264.949951,3285.149902,3180.154297,63832
2021-08-06,3275.000000,3323.800049,3265.000000,3310.149902,3204.355469,167196
2021-08-09,3315.850098,3336.550049,3310.000000,3322.399902,3216.213623,86883
2021-08-10,3322.399902,3349.199951,3315.000000,3333.250000,3226.717041,90574
2021-08-11,3350.000000,3359.850098,3327.300049,3340.550049,3233.783691,67042
2021-08-12,3346.000000,3367.550049,3332.149902,3353.949951,3246.755615,73888
2021-08-13,3353.000000,3479.350098,3353.000000,3461.899902,3351.255371,301314
2021-08-16,3461.899902,3492.500000,3437.000000,3471.750000,3360.790527,62836
2021-08-17,3484.449951,3560.250000,3464.000000,3552.399902,3438.862793,160065
2021-08-18,3555.000000,3594.600098,3537.000000,3558.500000,3444.768066,69366
2021-08-20,3524.000000,3573.100098,3503.600098,3557.449951,3443.751709,55131
2021-08-23,3570.000000,3672.500000,3562.949951,3635.850098,3519.645996,127876
2021-08-24,3653.000000,3668.750000,3595.850098,3612.199951,3496.751709,59758
2021-08-25,3612.800049,3697.000000,3608.949951,3659.500000,3542.540039,70032
2021-08-26,3668.899902,3687.100098,3649.000000,3671.050049,3553.720947,94445
2021-08-27,3657.949951,3729.000000,3651.100098,3720.149902,3601.251465,80952
2021-08-30,3718.000000,3740.000000,3687.600098,3701.399902,3583.100586,69850
2021-08-31,3703.000000,3802.949951,3703.000000,3786.550049,3665.529541,248659
2021-09-01,3790.000000,3815.750000,3706.000000,3714.050049,3595.346680,290870
2021-09-02,3736.000000,3858.000000,3724.600098,3837.949951,3715.286621,68034
2021-09-03,3836.000000,3857.399902,3804.000000,3841.350098,3718.578125,73148
2021-09-06,3847.000000,3876.000000,3815.000000,3851.050049,3727.968018,42444
2021-09-07,3858.000000,3871.000000,3809.050049,3814.750000,3692.828125,33828
2021-09-08,3815.000000,3815.000000,3756.000000,3774.100098,3653.477295,53706
2021-09-09,3799.000000,3809.699951,3765.149902,3791.750000,3670.562988,38234
2021-09-13,3761.000000,3851.899902,3761.000000,3843.899902,3721.046387,82516
2021-09-14,3849.500000,3895.600098,3828.649902,3885.149902,3760.978027,31541
2021-09-15,3889.949951,3980.000000,3866.449951,3954.800049,3828.402344,130664
2021-09-16,3938.000000,3981.550049,3891.949951,3902.500000,3777.773682,117036
2021-09-17,3930.000000,3944.399902,3806.899902,3830.449951,3708.026123,109563
2021-09-20,3819.000000,3871.500000,3811.000000,3823.350098,3701.153320,65057
2021-09-21,3845.500000,3870.300049,3823.000000,3864.949951,3741.423584,48497
2021-09-22,3861.000000,3896.949951,3852.300049,3862.500000,3739.052002,141321
2021-09-23,3889.000000,3889.000000,3835.649902,3868.699951,3745.053711,947615
2021-09-24,3889.000000,3944.500000,3856.000000,3871.300049,3747.570557,49192
2021-09-27,3891.149902,3904.000000,3804.000000,3836.949951,3714.318359,59914
2021-09-28,3854.000000,3854.000000,3752.699951,3779.000000,3658.220947,101477
2021-09-29,3750.000000,3805.449951,3723.100098,3791.600098,3670.418213,90622
2021-09-30,3811.000000,3811.000000,3750.750000,3774.500000,3653.864502,39114
2021-10-01,3779.000000,3811.000000,3725.000000,3729.300049,3610.109375,97631
2021-10-04,3728.000000,3782.750000,3708.050049,3771.100098,3650.573486,92760
2021-10-05,3765.000000,3840.000000,3742.600098,3833.699951,3711.172363,108583
2021-10-06,3844.000000,3858.000000,3795.000000,3809.899902,3688.133057,60822
2021-10-07,3822.000000,3899.649902,3821.300049,3892.600098,3768.189941,47233
2021-10-08,3935.000000,3990.000000,3898.949951,3935.300049,3809.525391,97634
2021-10-11,3797.000000,3797.000000,3660.000000,3686.500000,3568.677002,1280463
2021-10-12,3709.000000,3709.000000,3631.350098,3653.899902,3537.118896,266211
2021-10-13,3661.100098,3675.000000,3645.050049,3656.050049,3539.200439,184950
2021-10-14,3650.000000,3671.000000,3608.399902,3611.300049,3495.880615,330478
2021-10-18,3612.000000,3653.000000,3607.050049,3647.399902,3530.826660,123363
2021-10-19,3670.000000,3690.300049,3625.000000,3634.600098,3518.436035,212142
2021-10-20,3615.100098,3629.500000,3578.199951,3607.850098,3492.540771,1033300
2021-10-21,3618.000000,3618.000000,3512.100098,3533.399902,3420.469971,89945
2021-10-22,3564.000000,3564.000000,3485.000000,3500.050049,3388.186279,135071
2021-10-25,3500.050049,3515.000000,3450.000000,3492.500000,3380.877441,121831
2021-10-26,3499.000000,3529.149902,3475.000000,3483.050049,3371.729492,59363
2021-10-27,3497.699951,3511.899902,3481.699951,3488.949951,3377.440674,116096
2021-10-28,3515.000000,3515.050049,3416.000000,3424.350098,3314.905518,60853
2021-10-29,3410.000000,3459.800049,3386.000000,3398.800049,3290.172363,178291
2021-11-01,3438.000000,3489.000000,3412.649902,3477.300049,3366.163330,89540
2021-11-02,3495.000000,3513.949951,3466.100098,3483.750000,3372.406982,185781
2021-11-03,3508.000000,3519.949951,3466.500000,3492.550049,3380.926025,39055
2021-11-04,3515.000000,3515.100098,3505.699951,3509.050049,3396.898438,33702
2021-11-08,3539.000000,3539.000000,3481.250000,3502.600098,3390.654785,129083
2021-11-09,3504.000000,3534.899902,3497.600098,3504.500000,3392.493652,83427
2021-11-10,3500.000000,3519.399902,3481.350098,3484.350098,3372.988037,53691
2021-11-11,3482.000000,3508.750000,3436.000000,3488.100098,3376.618164,95676
2021-11-12,3500.000000,3535.100098,3486.050049,3524.500000,3411.854736,144937
2021-11-15,3534.800049,3569.500000,3531.000000,3553.899902,3440.314941,56987
2021-11-16,3563.000000,3575.000000,3541.250000,3555.149902,3441.524902,93911
2021-11-17,3559.000000,3562.350098,3513.800049,3523.949951,3411.322266,46814
2021-11-18,3512.050049,3521.399902,3452.000000,3475.649902,3364.565674,134098
2021-11-22,3480.000000,3516.000000,3441.000000,3461.250000,3350.626221,53969
2021-11-23,3445.000000,3483.399902,3408.050049,3463.699951,3352.997803,91067
2021-11-24,3478.000000,3493.550049,3431.000000,3443.550049,3333.491699,47809
2021-11-25,3462.000000,3462.000000,3434.000000,3445.500000,3335.379639,56004
2021-11-26,3440.000000,3486.000000,3414.649902,3445.649902,3335.524658,80166
2021-11-29,3445.649902,3530.000000,3407.550049,3500.699951,3388.815186,85268
2021-11-30,3500.000000,3563.000000,3494.850098,3532.000000,3419.114990,131810
2021-12-01,3535.149902,3589.350098,3535.149902,3578.149902,3463.790039,159108
2021-12-02,3585.000000,3648.000000,3573.199951,3641.149902,3524.776367,188193
2021-12-03,3643.000000,3665.949951,3630.750000,3639.649902,3523.324219,76061
2021-12-06,3642.000000,3656.850098,3521.500000,3534.350098,3421.389893,51174
2021-12-07,3567.899902,3597.149902,3525.600098,3584.699951,3470.130371,24002
2021-12-08,3625.000000,3645.000000,3602.600098,3626.500000,3510.594727,263196
2021-12-09,3613.000000,3632.399902,3567.000000,3603.600098,3488.426758,77990
2021-12-10,3585.000000,3640.850098,3575.100098,3636.550049,3520.323730,78298
2021-12-13,3647.000000,3660.000000,3603.000000,3610.100098,3494.718994,52114
2021-12-14,3601.000000,3634.399902,3576.149902,3622.800049,3507.012939,87750
2021-12-15,3610.000000,3622.699951,3558.600098,3569.600098,3455.513428,70817
2021-12-16,3580.000000,3607.250000,3570.500000,3581.350098,3466.887695,19480
2021-12-17,3601.000000,3650.000000,3573.149902,3587.199951,3472.550781,82484
2021-12-20,3570.100098,3605.000000,3509.850098,3557.100098,3443.412598,160727
2021-12-21,3585.000000,3639.600098,3568.050049,3608.449951,3493.121582,104021
2021-12-22,3612.000000,3636.000000,3605.399902,3630.000000,3513.982666,68470
2021-12-23,3640.500000,3671.000000,3630.050049,3662.800049,3545.734619,62978
2021-12-24,3676.000000,3703.899902,3645.300049,3670.250000,3552.946533,141802
2021-12-27,3670.000000,3700.000000,3653.149902,3695.550049,3577.437988,37807
2021-12-28,3715.000000,3724.500000,3694.050049,3707.300049,3588.812256,34438
2021-12-29,3700.000000,3719.449951,3684.399902,3693.149902,3575.114502,75965
2021-12-30,3693.000000,3739.600098,3680.550049,3733.149902,3613.836182,45572
2021-12-31,3736.050049,3759.800049,3731.550049,3736.850098,3617.417725,51482
